Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Long,Lat,ObjectId
53518,GO-20151221079,1434326460000,1437222780000,House,2130,200,Theft From Mail / Bag / Key,2015,July,18,199,Saturday  ,12,2015,June,15,166,Monday    ,0,Theft Over,D53,100,Yonge-Eglinton (100),-79.3986816,43.7082138,1404
53543,GO-2015580041,1427855400000,1428496800000,Commercial,2132,200,Theft From Motor Vehicle Over,2015,April,8,98,Wednesday ,12,2015,April,1,91,Wednesday ,2,Theft Over,D23,1,West Humber-Clairville (1),-79.5718155,43.7152672,1405
53580,GO-20151569710,1433149200000,1442316060000,Commercial,2130,210,Theft Over,2015,September,15,258,Tuesday   ,11,2015,June,1,152,Monday    ,9,Theft Over,D41,120,Clairlea-Birchmount (120),-79.3021011,43.7233849,1406
53763,GO-20143336075,1416490920000,1416497520000,Commercial,2130,210,Theft Over,2014,November,20,324,Thursday  ,15,2014,November,20,324,Thursday  ,13,Theft Over,D23,1,West Humber-Clairville (1),-79.5990524,43.7181282,1407
53772,GO-20143386900,1417177800000,1417189560000,Outside,2132,200,Theft From Motor Vehicle Over,2014,November,28,332,Friday    ,15,2014,November,28,332,Friday    ,12,Theft Over,D32,31,Yorkdale-Glen Park (31),-79.4489746,43.7174988,1408
53849,GO-20151162719,1436479020000,1436479020000,Apartment,2130,210,Theft Over,2015,July,9,190,Thursday  ,21,2015,July,9,190,Thursday  ,21,Theft Over,D12,90,Junction Area (90),-79.4776459,43.6703262,1409
53933,GO-2015266090,1423924140000,1423924140000,Commercial,2130,210,Theft Over,2015,February,14,45,Saturday  ,14,2015,February,14,45,Saturday  ,14,Theft Over,D41,125,Ionview (125),-79.2754517,43.7333183,1410
54021,GO-20151001196,1433959200000,1434334740000,Commercial,2133,200,Theft Over - Shoplifting,2015,June,15,166,Monday    ,2,2015,June,10,161,Wednesday ,18,Theft Over,D41,119,Wexford/Maryvale (119),-79.2914658,43.7269974,1411
54027,GO-20151259270,1437692160000,1437692160000,Outside,2130,210,Theft Over,2015,July,23,204,Thursday  ,22,2015,July,23,204,Thursday  ,22,Theft Over,D22,16,Stonegate-Queensway (16),-79.4945908,43.6281013,1412
54037,GO-20151256293,1437661800000,1437661800000,Commercial,2130,210,Theft Over,2015,July,23,204,Thursday  ,14,2015,July,23,204,Thursday  ,14,Theft Over,D53,98,Rosedale-Moore Park (98),-79.3945694,43.6891327,1413
54090,GO-20151322787,1438516800000,1438529160000,Commercial,2133,200,Theft Over - Shoplifting,2015,August,2,214,Sunday    ,15,2015,August,2,214,Sunday    ,12,Theft Over,D51,77,Waterfront Communities-The Island (77),-79.3584518,43.6500168,1414
28331,GO-2015747745,1430841600000,1430845740000,Commercial,2133,200,Theft Over - Shoplifting,2015,May,5,125,Tuesday   ,17,2015,May,5,125,Tuesday   ,16,Theft Over,D54,66,Danforth (66),-79.32827,43.6823616,1415
48807,GO-20142557999,1405778400000,1406143800000,Commercial,2130,210,Theft Over,2014,July,23,204,Wednesday ,19,2014,July,19,200,Saturday  ,14,Theft Over,D51,77,Waterfront Communities-The Island (77),-79.3721924,43.6491318,1416
28352,GO-20151112861,1435258800000,1435838580000,Commercial,2130,210,Theft Over,2015,July,2,183,Thursday  ,12,2015,June,25,176,Thursday  ,19,Theft Over,D22,14,Islington-City Centre West (14),-79.5547104,43.6328049,1417
48814,GO-20143308369,1416079800000,1416083340000,Commercial,2133,200,Theft Over - Shoplifting,2014,November,15,319,Saturday  ,20,2014,November,15,319,Saturday  ,19,Theft Over,D22,14,Islington-City Centre West (14),-79.5569077,43.6101265,1418
28354,GO-20151764479,1444498200000,1444738080000,Outside,2132,200,Theft From Motor Vehicle Over,2015,October,13,286,Tuesday   ,12,2015,October,10,283,Saturday  ,17,Theft Over,D22,14,Islington-City Centre West (14),-79.5413589,43.6347389,1419
48831,GO-20141613823,1390291200000,1393600620000,Commercial,2130,200,Theft From Mail / Bag / Key,2014,February,28,59,Friday    ,15,2014,January,21,21,Tuesday   ,8,Theft Over,D52,76,Bay Street Corridor (76),-79.380806,43.6498947,1420
28364,GO-2015880706,1432303200000,1432762440000,Outside,2130,210,Theft Over,2015,May,27,147,Wednesday ,21,2015,May,22,142,Friday    ,14,Theft Over,D23,1,West Humber-Clairville (1),-79.5872574,43.7090645,1421
30729,GO-2015960478,1431640800000,1433777340000,Commercial,2130,210,Theft Over,2015,June,8,159,Monday    ,15,2015,May,14,134,Thursday  ,22,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.380867,43.6414604,1422
28382,GO-20151250301,1436655600000,1437582420000,Apartment,2130,210,Theft Over,2015,July,22,203,Wednesday ,16,2015,July,11,192,Saturday  ,23,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3824921,43.6694145,1423
28429,GO-20151295330,1438117200000,1438164960000,House,2132,200,Theft From Motor Vehicle Over,2015,July,29,210,Wednesday ,10,2015,July,28,209,Tuesday   ,21,Theft Over,D13,106,Humewood-Cedarvale (106),-79.4246063,43.6857033,1424
30731,GO-20151070721,1435236840000,1435242780000,Outside,2132,200,Theft From Motor Vehicle Over,2015,June,25,176,Thursday  ,14,2015,June,25,176,Thursday  ,12,Theft Over,D52,78,Kensington-Chinatown (78),-79.3957214,43.6522675,1425
48898,GO-20141741010,1386331200000,1395410520000,Commercial,2130,200,Theft From Mail / Bag / Key,2014,March,21,80,Friday    ,14,2013,December,6,340,Friday    ,12,Theft Over,D31,21,Humber Summit (21),-79.5427094,43.7533379,1426
28461,GO-20151234794,1437393600000,1437395220000,Outside,2130,210,Theft Over,2015,July,20,201,Monday    ,12,2015,July,20,201,Monday    ,12,Theft Over,D32,27,York University Heights (27),-79.4805069,43.7726974,1427
30751,GO-20141467838,1370073600000,1391517180000,Commercial,2130,220,Theft - Misapprop Funds Over,2014,February,4,35,Tuesday   ,12,2013,June,1,152,Saturday  ,8,Theft Over,D43,136,West Hill (136),-79.1947403,43.7620163,1428
48913,GO-20141871242,1397178000000,1397230320000,House,2132,200,Theft From Motor Vehicle Over,2014,April,11,101,Friday    ,15,2014,April,11,101,Friday    ,1,Theft Over,D23,6,Kingsview Village-The Westway (6),-79.5563736,43.6995316,1429
28464,GO-2015168378,1422259200000,1422527460000,Commercial,2130,210,Theft Over,2015,January,29,29,Thursday  ,10,2015,January,26,26,Monday    ,8,Theft Over,D33,48,Hillcrest Village (48),-79.3373566,43.8064041,1430
30862,GO-20143496718,1418544000000,1418741100000,Apartment,2130,200,Theft From Mail / Bag / Key,2014,December,16,350,Tuesday   ,14,2014,December,14,348,Sunday    ,8,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),-79.4790192,43.6273079,1431
48931,GO-20142560735,1406175900000,1406190600000,Outside,2132,200,Theft From Motor Vehicle Over,2014,July,24,205,Thursday  ,8,2014,July,24,205,Thursday  ,4,Theft Over,D53,102,Forest Hill North (102),-79.4239883,43.7056847,1432
28468,GO-20151564273,1437307200000,1441969140000,Commercial,2130,210,Theft Over,2015,September,11,254,Friday    ,10,2015,July,19,200,Sunday    ,12,Theft Over,D53,97,Yonge-St.Clair (97),-79.3998642,43.6869392,1433
28470,GO-20151688371,1419684420000,1443617220000,House,2130,210,Theft Over,2015,September,30,273,Wednesday ,12,2014,December,27,361,Saturday  ,12,Theft Over,D43,133,Centennial Scarborough (133),-79.1539383,43.7867966,1434
28481,GO-20143404860,1413819000000,1417447560000,Commercial,2130,210,Theft Over,2014,December,1,335,Monday    ,15,2014,October,20,293,Monday    ,15,Theft Over,D51,70,South Riverdale (70),-79.3450394,43.6485367,1435
28514,GO-2015830453,1429351200000,1431987780000,House,2130,210,Theft Over,2015,May,18,138,Monday    ,22,2015,April,18,108,Saturday  ,10,Theft Over,D31,23,Pelmo Park-Humberlea (23),-79.5337601,43.7226105,1436
28515,GO-2015463972,1426496400000,1426786500000,Apartment,2130,200,Theft From Mail / Bag / Key,2015,March,19,78,Thursday  ,17,2015,March,16,75,Monday    ,9,Theft Over,D31,22,Humbermede (22),-79.5397568,43.7402496,1437
28529,GO-20151637194,1442869200000,1442909400000,House,2132,200,Theft From Motor Vehicle Over,2015,September,22,265,Tuesday   ,8,2015,September,21,264,Monday    ,21,Theft Over,D23,1,West Humber-Clairville (1),-79.6054077,43.7536774,1438
28532,GO-20151726697,1444035600000,1444157160000,Outside,2130,200,Theft From Mail / Bag / Key,2015,October,6,279,Tuesday   ,18,2015,October,5,278,Monday    ,9,Theft Over,D41,127,Bendale (127),-79.2700272,43.7735939,1439
28582,GO-20151094157,1435586460000,1435586460000,Apartment,2130,230,Theft Of Utilities Over,2015,June,29,180,Monday    ,14,2015,June,29,180,Monday    ,14,Theft Over,D31,26,Downsview-Roding-CFB (26),-79.5062637,43.7212448,1440
28589,GO-20151677657,1443432600000,1443462660000,House,2130,210,Theft Over,2015,September,28,271,Monday    ,17,2015,September,28,271,Monday    ,9,Theft Over,D42,129,Agincourt North (129),-79.2843399,43.8110161,1441
28601,GO-20159009162,1446066000000,1446165480000,Commercial,2132,200,Theft From Motor Vehicle Over,2015,October,30,303,Friday    ,0,2015,October,28,301,Wednesday ,21,Theft Over,D42,117,L'Amoreaux (117),-79.3187485,43.8014984,1442
28632,GO-20151438410,1435233600000,1440151920000,Outside,2130,210,Theft Over,2015,August,21,233,Friday    ,10,2015,June,25,176,Thursday  ,12,Theft Over,D32,26,Downsview-Roding-CFB (26),-79.4633865,43.7502518,1443
28663,GO-20151621600,1442610000000,1442867160000,Outside,2132,200,Theft From Motor Vehicle Over,2015,September,21,264,Monday    ,20,2015,September,18,261,Friday    ,21,Theft Over,D33,47,Don Valley Village (47),-79.3595428,43.7895164,1444
28664,GO-20151707381,1443813360000,1443879900000,House,2132,200,Theft From Motor Vehicle Over,2015,October,3,276,Saturday  ,13,2015,October,2,275,Friday    ,19,Theft Over,D22,15,Kingsway South (15),-79.516243,43.6528511,1445
28670,GO-2015363355,1414109400000,1425341400000,Apartment,2130,200,Theft From Mail / Bag / Key,2015,March,3,62,Tuesday   ,0,2014,October,24,297,Friday    ,0,Theft Over,D54,44,Flemingdon Park (44),-79.3343964,43.7099991,1446
28685,GO-20151344340,1438859160000,1438859160000,Commercial,2130,210,Theft Over,2015,August,6,218,Thursday  ,11,2015,August,6,218,Thursday  ,11,Theft Over,D14,82,Niagara (82),-79.4205704,43.6383095,1447
28740,GO-20152011602,1448208000000,1448319000000,House,2130,210,Theft Over,2015,November,23,327,Monday    ,22,2015,November,22,326,Sunday    ,16,Theft Over,D41,120,Clairlea-Birchmount (120),-79.2894669,43.7146759,1448
28759,GO-20152008592,1448270400000,1448272260000,Outside,2130,210,Theft Over,2015,November,23,327,Monday    ,9,2015,November,23,327,Monday    ,9,Theft Over,D32,36,Newtonbrook West (36),-79.4160004,43.7816391,1449
28797,GO-20142502150,1404568800000,1405584240000,Outside,2130,210,Theft Over,2014,July,17,198,Thursday  ,8,2014,July,5,186,Saturday  ,14,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3774872,43.6513138,1450
28801,GO-20142995810,1411664400000,1411831980000,Outside,2132,200,Theft From Motor Vehicle Over,2014,September,27,270,Saturday  ,15,2014,September,25,268,Thursday  ,17,Theft Over,D51,73,Moss Park (73),-79.3612213,43.6538963,1451
28802,GO-20143288147,1384344000000,1415800620000,Commercial,2130,210,Theft Over,2014,November,12,316,Wednesday ,13,2013,November,13,317,Wednesday ,12,Theft Over,D14,95,Annex (95),-79.413269,43.6703224,1452
28805,GO-20151091822,1435334400000,1435562280000,Other,2132,200,Theft From Motor Vehicle Over,2015,June,29,180,Monday    ,7,2015,June,26,177,Friday    ,16,Theft Over,D22,20,Alderwood (20),-79.5410843,43.6145058,1453
28809,GO-20151345437,1436367600000,1438861740000,Apartment,2130,210,Theft Over,2015,August,6,218,Thursday  ,11,2015,July,8,189,Wednesday ,15,Theft Over,D32,37,Willowdale West (37),-79.4163208,43.7685242,1454
43794,GO-2015924279,1433248500000,1433268540000,Outside,2132,200,Theft From Motor Vehicle Over,2015,June,2,153,Tuesday   ,18,2015,June,2,153,Tuesday   ,12,Theft Over,D52,78,Kensington-Chinatown (78),-79.3904648,43.6561584,1455
28821,GO-20151893308,1446589200000,1446600840000,Commercial,2130,210,Theft Over,2015,November,4,308,Wednesday ,1,2015,November,3,307,Tuesday   ,22,Theft Over,D32,31,Yorkdale-Glen Park (31),-79.4617233,43.7191887,1456
28822,GO-20151894008,1446611400000,1446611580000,Apartment,2130,210,Theft Over,2015,November,4,308,Wednesday ,4,2015,November,4,308,Wednesday ,4,Theft Over,D12,112,Beechborough-Greenbrook (112),-79.4876251,43.6952248,1457
28850,GO-20151242629,1437480540000,1437587520000,Outside,2130,210,Theft Over,2015,July,22,203,Wednesday ,17,2015,July,21,202,Tuesday   ,12,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3783188,43.6562653,1458
28861,GO-2015783360,1431174600000,1431330840000,Commercial,2130,210,Theft Over,2015,May,11,131,Monday    ,7,2015,May,9,129,Saturday  ,12,Theft Over,D31,21,Humber Summit (21),-79.5446777,43.7616997,1459
28995,GO-20151895238,1415052000000,1446630180000,Outside,2130,210,Theft Over,2015,November,4,308,Wednesday ,9,2014,November,3,307,Monday    ,22,Theft Over,D23,1,West Humber-Clairville (1),-79.5784836,43.7166634,1460
28998,GO-20152077952,1441065660000,1449232440000,Apartment,2130,210,Theft Over,2015,December,4,338,Friday    ,12,2015,September,1,244,Tuesday   ,0,Theft Over,D14,77,Waterfront Communities-The Island (77),-79.397644,43.6449547,1461
29001,GO-20152181334,1450344600000,1450642500000,Apartment,2130,210,Theft Over,2015,December,20,354,Sunday    ,20,2015,December,17,351,Thursday  ,9,Theft Over,D23,8,Humber Heights-Westmount (8),-79.5195694,43.6859016,1462
29003,GO-20152196379,1449852420000,1450876020000,Commercial,2130,210,Theft Over,2015,December,23,357,Wednesday ,13,2015,December,11,345,Friday    ,16,Theft Over,D14,95,Annex (95),-79.4112167,43.6651192,1463
29005,GO-20151951108,1447192800000,1447611300000,Other,2130,210,Theft Over,2015,November,15,319,Sunday    ,18,2015,November,10,314,Tuesday   ,22,Theft Over,D53,96,Casa Loma (96),-79.400528,43.6843109,1464
29016,GO-20152144842,1450133400000,1450133460000,House,2130,210,Theft Over,2015,December,14,348,Monday    ,22,2015,December,14,348,Monday    ,22,Theft Over,D12,30,Brookhaven-Amesbury (30),-79.4789429,43.6987076,1465
29072,GO-20142679252,1351728000000,1407749880000,Commercial,2130,210,Theft Over,2014,August,11,223,Monday    ,9,2012,November,1,306,Thursday  ,0,Theft Over,D52,76,Bay Street Corridor (76),-79.3905869,43.6694489,1466
29075,GO-2015921388,1433188800000,1433238960000,House,2132,200,Theft From Motor Vehicle Over,2015,June,2,153,Tuesday   ,9,2015,June,1,152,Monday    ,20,Theft Over,D22,12,Markland Wood (12),-79.5717163,43.6281929,1467
29085,GO-2015793297,1431129540000,1431452700000,House,2132,200,Theft From Motor Vehicle Over,2015,May,12,132,Tuesday   ,17,2015,May,8,128,Friday    ,23,Theft Over,D43,140,Guildwood (140),-79.1857224,43.7535744,1468
29087,GO-20151172596,1436391900000,1436614380000,Other,2130,210,Theft Over,2015,July,11,192,Saturday  ,11,2015,July,8,189,Wednesday ,21,Theft Over,D52,79,University (79),-79.3949203,43.6610107,1469
29089,GO-20151244911,1436209200000,1437508740000,House,2130,210,Theft Over,2015,July,21,202,Tuesday   ,19,2015,July,6,187,Monday    ,19,Theft Over,D11,114,Lambton Baby Point (114),-79.5034866,43.6638908,1470
29097,GO-20151888275,1446501600000,1446537000000,Outside,2132,200,Theft From Motor Vehicle Over,2015,November,3,307,Tuesday   ,7,2015,November,2,306,Monday    ,22,Theft Over,D54,54,O'Connor-Parkview (54),-79.304512,43.7072525,1471
29102,GO-2015158533,1421370000000,1422379980000,Outside,2132,200,Theft From Motor Vehicle Over,2015,January,27,27,Tuesday   ,17,2015,January,16,16,Friday    ,1,Theft Over,D52,78,Kensington-Chinatown (78),-79.3989258,43.6551399,1472
29103,GO-20159002849,1431709200000,1431960060000,House,2130,200,Theft From Mail / Bag / Key,2015,May,18,138,Monday    ,14,2015,May,15,135,Friday    ,17,Theft Over,D55,70,South Riverdale (70),-79.3280182,43.6709251,1473
29120,GO-20142302980,1402407600000,1403003940000,Commercial,2133,200,Theft Over - Shoplifting,2014,June,17,168,Tuesday   ,11,2014,June,10,161,Tuesday   ,13,Theft Over,D53,95,Annex (95),-79.3912811,43.6711349,1474
29121,GO-20151933702,1445338680000,1447320600000,Commercial,2133,200,Theft Over - Shoplifting,2015,November,12,316,Thursday  ,9,2015,October,20,293,Tuesday   ,10,Theft Over,D53,95,Annex (95),-79.3880157,43.6699753,1475
29123,GO-20143074074,1409558400000,1412872380000,Outside,2130,210,Theft Over,2014,October,9,282,Thursday  ,16,2014,September,1,244,Monday    ,8,Theft Over,D55,70,South Riverdale (70),-79.3302231,43.6632423,1476
29133,GO-20151192334,1436452200000,1436868720000,Commercial,2130,210,Theft Over,2015,July,14,195,Tuesday   ,10,2015,July,9,190,Thursday  ,14,Theft Over,D53,104,Mount Pleasant West (104),-79.3986816,43.7082138,1477
37303,GO-2015763849,1431057600000,1431058740000,Outside,2130,210,Theft Over,2015,May,8,128,Friday    ,4,2015,May,8,128,Friday    ,4,Theft Over,D51,73,Moss Park (73),-79.3649979,43.6569443,1478
34238,GO-2015876998,1431705600000,1432637700000,Commercial,2130,210,Theft Over,2015,May,26,146,Tuesday   ,10,2015,May,15,135,Friday    ,16,Theft Over,D22,14,Islington-City Centre West (14),-79.5576706,43.6182175,1479
29178,GO-2015791570,1430136000000,1431434400000,Apartment,2130,210,Theft Over,2015,May,12,132,Tuesday   ,12,2015,April,27,117,Monday    ,12,Theft Over,D53,104,Mount Pleasant West (104),-79.3864746,43.6981773,1480
29180,GO-20151191979,1434816000000,1436865060000,House,2130,210,Theft Over,2015,July,14,195,Tuesday   ,9,2015,June,20,171,Saturday  ,16,Theft Over,D54,67,Playter Estates-Danforth (67),-79.3566895,43.6774406,1481
29188,GO-2015365958,1425069000000,1425407640000,Commercial,2130,210,Theft Over,2015,March,3,62,Tuesday   ,18,2015,February,27,58,Friday    ,20,Theft Over,D32,51,Willowdale East (51),-79.3916016,43.7807503,1482
29191,GO-20151296455,1437233400000,1438175820000,Commercial,2130,210,Theft Over,2015,July,29,210,Wednesday ,13,2015,July,18,199,Saturday  ,15,Theft Over,D22,10,Princess-Rosethorn (10),-79.5325012,43.6629715,1483
29200,GO-20151232026,1437348600000,1437354480000,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,20,201,Monday    ,1,2015,July,19,200,Sunday    ,23,Theft Over,D51,77,Waterfront Communities-The Island (77),-79.3627396,43.6515694,1484
29203,GO-20151891551,1443484800000,1446570540000,Apartment,2130,200,Theft From Mail / Bag / Key,2015,November,3,307,Tuesday   ,17,2015,September,29,272,Tuesday   ,0,Theft Over,D31,25,Glenfield-Jane Heights (25),-79.5132217,43.7393913,1485
29221,GO-2015884442,1430730000000,1432732740000,Outside,2130,210,Theft Over,2015,May,27,147,Wednesday ,13,2015,May,4,124,Monday    ,9,Theft Over,D32,105,Lawrence Park North (105),-79.3987122,43.7312698,1486
29227,GO-20151289939,1409594400000,1438156800000,Outside,2130,210,Theft Over,2015,July,29,210,Wednesday ,8,2014,September,1,244,Monday    ,18,Theft Over,D41,120,Clairlea-Birchmount (120),-79.2780685,43.7049942,1487
29239,GO-20152051466,1447459260000,1448876100000,Outside,2130,210,Theft Over,2015,November,30,334,Monday    ,9,2015,November,14,318,Saturday  ,0,Theft Over,D13,101,Forest Hill South (101),-79.4142761,43.6863289,1488
29305,GO-20141340641,1389691440000,1389691440000,Other,2132,200,Theft From Motor Vehicle Over,2014,January,14,14,Tuesday   ,9,2014,January,14,14,Tuesday   ,9,Theft Over,D11,88,High Park North (88),-79.4751816,43.6576347,1489
29316,GO-20141269604,1388686500000,1388689800000,Commercial,2130,210,Theft Over,2014,January,2,2,Thursday  ,19,2014,January,2,2,Thursday  ,18,Theft Over,D55,70,South Riverdale (70),-79.3421707,43.6661606,1490
29323,GO-20141343564,1389561540000,1389724680000,Apartment,2130,210,Theft Over,2014,January,14,14,Tuesday   ,18,2014,January,12,12,Sunday    ,21,Theft Over,D52,76,Bay Street Corridor (76),-79.3866196,43.6486397,1491
29369,GO-20141341993,1389704940000,1389708240000,Commercial,2133,200,Theft Over - Shoplifting,2014,January,14,14,Tuesday   ,14,2014,January,14,14,Tuesday   ,13,Theft Over,D22,10,Princess-Rosethorn (10),-79.5576706,43.6756248,1492
29417,GO-20141642959,1393516800000,1394009280000,Commercial,2130,210,Theft Over,2014,March,5,64,Wednesday ,8,2014,February,27,58,Thursday  ,16,Theft Over,D23,1,West Humber-Clairville (1),-79.5953674,43.7442894,1493
29429,GO-20141513111,1392152400000,1392159840000,Other,2130,210,Theft Over,2014,February,11,42,Tuesday   ,23,2014,February,11,42,Tuesday   ,21,Theft Over,D43,134,Highland Creek (134),-79.1839676,43.7845116,1494
29450,GO-20141561384,1392801300000,1392845880000,Outside,2132,200,Theft From Motor Vehicle Over,2014,February,19,50,Wednesday ,21,2014,February,19,50,Wednesday ,9,Theft Over,D11,87,High Park-Swansea (87),-79.4651642,43.6452293,1495
29519,GO-20141937900,1397754000000,1398182700000,Outside,2132,200,Theft From Motor Vehicle Over,2014,April,22,112,Tuesday   ,16,2014,April,17,107,Thursday  ,17,Theft Over,D55,70,South Riverdale (70),-79.3537521,43.6587448,1496
29547,GO-20141928472,1398002400000,1398038220000,Apartment,2130,210,Theft Over,2014,April,20,110,Sunday    ,23,2014,April,20,110,Sunday    ,14,Theft Over,D31,26,Downsview-Roding-CFB (26),-79.4858627,43.7381744,1497
29622,GO-20141826906,1396618320000,1396619220000,Commercial,2133,200,Theft Over - Shoplifting,2014,April,4,94,Friday    ,13,2014,April,4,94,Friday    ,13,Theft Over,D42,118,Tam O'Shanter-Sullivan (118),-79.2934647,43.7821198,1498
29642,GO-20141978236,1397433660000,1398724740000,Outside,2130,210,Theft Over,2014,April,28,118,Monday    ,22,2014,April,14,104,Monday    ,0,Theft Over,D42,128,Agincourt South-Malvern West (128),-79.2761383,43.7806015,1499
29665,GO-20142608621,1406764800000,1406831340000,Commercial,2130,210,Theft Over,2014,July,31,212,Thursday  ,18,2014,July,31,212,Thursday  ,0,Theft Over,D22,14,Islington-City Centre West (14),-79.5569077,43.6101265,1500
29714,GO-20142084277,1395489600000,1400159100000,Other,2130,210,Theft Over,2014,May,15,135,Thursday  ,13,2014,March,22,81,Saturday  ,12,Theft Over,D23,1,West Humber-Clairville (1),-79.5849686,43.6783447,1501
29720,GO-20141747618,1393632000000,1395496140000,House,2130,210,Theft Over,2014,March,22,81,Saturday  ,13,2014,March,1,60,Saturday  ,0,Theft Over,D33,52,Bayview Village (52),-79.3823547,43.7818871,1502
29738,GO-20142288566,1401364800000,1402755000000,Commercial,2130,210,Theft Over,2014,June,14,165,Saturday  ,14,2014,May,29,149,Thursday  ,12,Theft Over,D11,90,Junction Area (90),-79.4671021,43.67136,1503
29785,GO-20142018853,1397836800000,1399289940000,Outside,2130,210,Theft Over,2014,May,5,125,Monday    ,11,2014,April,18,108,Friday    ,16,Theft Over,D32,33,Clanton Park (33),-79.4375229,43.7514954,1504
29794,GO-20142289333,1402750800000,1402752420000,Commercial,2130,210,Theft Over,2014,June,14,165,Saturday  ,13,2014,June,14,165,Saturday  ,13,Theft Over,D42,118,Tam O'Shanter-Sullivan (118),-79.3079071,43.7787323,1505
29815,GO-20141926315,1397926800000,1398014820000,Outside,2132,200,Theft From Motor Vehicle Over,2014,April,20,110,Sunday    ,17,2014,April,19,109,Saturday  ,17,Theft Over,D12,111,Rockcliffe-Smythe (111),-79.47995,43.6698074,1506
29914,GO-20142634321,1407157980000,1407158280000,House,2130,210,Theft Over,2014,August,4,216,Monday    ,13,2014,August,4,216,Monday    ,13,Theft Over,D22,20,Alderwood (20),-79.5518494,43.6002007,1507
29937,GO-20142344275,1403391600000,1403445840000,Outside,2132,200,Theft From Motor Vehicle Over,2014,June,22,173,Sunday    ,14,2014,June,21,172,Saturday  ,23,Theft Over,D11,85,South Parkdale (85),-79.4535065,43.6383247,1508
29950,GO-20142690308,1407511500000,1407915660000,Outside,2132,200,Theft From Motor Vehicle Over,2014,August,13,225,Wednesday ,7,2014,August,8,220,Friday    ,15,Theft Over,D11,85,South Parkdale (85),-79.4589005,43.6377106,1509
29969,GO-20143114957,1391385660000,1413470280000,Other,2130,210,Theft Over,2014,October,16,289,Thursday  ,14,2014,February,3,34,Monday    ,0,Theft Over,D31,27,York University Heights (27),-79.4899826,43.7593269,1510
30033,GO-20143061663,1412683200000,1412718000000,House,2130,210,Theft Over,2014,October,7,280,Tuesday   ,21,2014,October,7,280,Tuesday   ,12,Theft Over,D55,65,Greenwood-Coxwell (65),-79.3172455,43.6679344,1511
30073,GO-20143157352,1414022460000,1414046220000,Outside,2132,200,Theft From Motor Vehicle Over,2014,October,23,296,Thursday  ,6,2014,October,23,296,Thursday  ,0,Theft Over,D43,137,Woburn (137),-79.2505341,43.7766724,1512
30098,GO-20141444562,1391173200000,1391183760000,Outside,2132,200,Theft From Motor Vehicle Over,2014,January,31,31,Friday    ,15,2014,January,31,31,Friday    ,13,Theft Over,D11,87,High Park-Swansea (87),-79.4755249,43.6512871,1513
30099,GO-20141583598,1393119000000,1393162440000,Outside,2132,200,Theft From Motor Vehicle Over,2014,February,23,54,Sunday    ,13,2014,February,23,54,Sunday    ,1,Theft Over,D14,84,Little Portugal (84),-79.4273148,43.6429367,1514
30136,GO-20143171483,1414224000000,1414224780000,Outside,2132,200,Theft From Motor Vehicle Over,2014,October,25,298,Saturday  ,8,2014,October,25,298,Saturday  ,8,Theft Over,D41,121,Oakridge (121),-79.2854004,43.6969986,1515
30145,GO-2015141175,1406880000000,1422123720000,House,2130,210,Theft Over,2015,January,24,24,Saturday  ,18,2014,August,1,213,Friday    ,8,Theft Over,D42,117,L'Amoreaux (117),-79.2995453,43.8015518,1516
30219,GO-20142082172,1400094000000,1400140020000,Outside,2132,200,Theft From Motor Vehicle Over,2014,May,15,135,Thursday  ,7,2014,May,14,134,Wednesday ,19,Theft Over,D31,21,Humber Summit (21),-79.5596771,43.7640419,1517
30222,GO-20143171815,1414166400000,1414229700000,Outside,2132,200,Theft From Motor Vehicle Over,2014,October,25,298,Saturday  ,9,2014,October,24,297,Friday    ,16,Theft Over,D55,64,Woodbine Corridor (64),-79.3137131,43.6775627,1518
30272,GO-20142086839,1400180400000,1400185440000,Commercial,2130,210,Theft Over,2014,May,15,135,Thursday  ,20,2014,May,15,135,Thursday  ,19,Theft Over,D14,81,Trinity-Bellwoods (81),-79.4263992,43.6536026,1519
30328,GO-2015138342,1422036000000,1422086100000,Outside,2132,200,Theft From Motor Vehicle Over,2015,January,24,24,Saturday  ,7,2015,January,23,23,Friday    ,18,Theft Over,D42,117,L'Amoreaux (117),-79.3051605,43.7971191,1520
30329,GO-2015138487,1422045000000,1422089220000,Commercial,2132,200,Theft From Motor Vehicle Over,2015,January,24,24,Saturday  ,8,2015,January,23,23,Friday    ,20,Theft Over,D42,130,Milliken (130),-79.2965317,43.8242569,1521
30399,GO-20142599921,1406678400000,1406710200000,Other,2130,210,Theft Over,2014,July,30,211,Wednesday ,8,2014,July,30,211,Wednesday ,0,Theft Over,D13,101,Forest Hill South (101),-79.4182205,43.6927567,1522
