id,title,price,sqft,image,url,post_published_date,lat,long,postal_code,FSA,rental_type,bedrooms,bathrooms,furnished,pet_friendly,description,source
c_7175638940,"1+1 Massey Tower, Few Minutes Walk To Yonge-Dundas Square!",2250,,https://images.craigslist.org/00X0X_l4FfRbiGPNw_042031_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-11-massey-tower-few-minutes/7175638940.html,2020-08-11,43.653226,-79.379576,M5B 1M4,M5B,cottage,1.0,1.0,,False,"1BR / 1Ba available now cottage/cabin w/d in unit/ 1br -1+1 Massey Tower, Located In The Heart Of Toronto, Few Minutes Walk To Yonge-Dundas Square. Close To The Eaton Centre, Shopping, Restaurants, Theatres, St.Michael Hospital, University Of Toronto, Ryerson, And George Brown College, Public Transit At Your Doorstep, 9' Smooth Ceiling, Size 645 Sqf With Balcony Overlook Unobstructed City View, 24 Hr Concierge, Fitness & Weight Rms, Steam Rms, Party Rm, Piano Bar, Cocktail Lounge, 2 Guest Suites, Roof Garden.


B/I Fridge, Glass Ceramic Cook Top, Stainless Steel Oven & Hood Fan, Dishwasher, Washer & Drywer, Elfs.



This is a 1 Year Lease.

Available Now.

No Parking or Locker included.

My service is FREE to you. Please email me from your personal email address.

I will need the following from EACH person going on the lease to apply :

1.Employment letter stating salary and length of employment.
2. Recent ( less than 30 days old ) Full Credit Report With Credit score



Andrea Soos
Sales Representative
Real Estate Advisors Inc., Brokerage
Office: show contact info",craigslist
c_7175635997,All Inclusive Deal! Fully Furnished! Beautiful Layout.,2100,,https://images.craigslist.org/00s0s_l5YxDaSKZ5o_042031_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-all-inclusive-deal-fully/7175635997.html,2020-08-11,43.661361,-79.363509,M5A 0A7,M5A,condo,1.0,1.0,True,False,"1BR / 1Ba available sep 1 condo w/d in unit/ 1br -All Inclusive Deal! Fully Furnished! Welcome To 260 Sackville St In Regent Park. Beautiful Layout In One Of The Most Sought-After Boutique Buildings. Open Concept Design, Amazing Natural Lighting, Beautiful Built-In Closet In Bedroom For Additional Storage! Wall-Mounted Smart Tv Included. Gorgeous Balcony Overlooking The City, Park And Sparkling Swimming Pool. Easy Access To Ttc And Minutes From Dvp. Steps From Eaton Centre And Distillery District!

Amazing All-Inclusive Deal. Ensuite Washer And Dryer. Great Gym, Theatre Room, Billiards. Building Designed By Core Architects. Downtown Living At Its Finest!


This is a 1 Year Lease.

Available September 1st.

No Parking or Locker Included.

My service is FREE to you. Please email me from your personal email address.

I will need the following from EACH person going on the lease to apply :

1.Employment letter stating salary and length of employment.
2. Recent ( less than 30 days old ) Full Credit Report With Credit score



Andrea Soos
Sales Representative
Real Estate Advisors Inc., Brokerage
Office: show contact info",craigslist
c_7175634305,New 1-bdrm +den @Bloor/Dufferin $1990 all inclusive,1990,700.0,https://images.craigslist.org/00404_eyxeJ0SaLYH_0CI0t2_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-new-1-bdrm-den-bloor-dufferin/7175634305.html,2020-08-11,43.661808,-79.436147,M6H 4B5,M6H,flat,1.0,1.0,,False,"1BR / 1Ba 700ft2 available oct 1 apartment laundry in bldg no smoking street parking/ 1br - 700ft2 -A sunny and beautiful one bedroom plus den apartment on main floor, steps to Dufferin Subway Station, Bloor Street and Dufferin Mall. Hardwood floors throughout. Air conditioning. New kitchen with all stainless steel appliances(includes dishwasher), high ceilings, on site laundry. Big backyard ideal for entertaining. Utilities included, 1 year lease. Available either on October 1st.
Basic rent is $1,890, plus a flat fee of $100 utilities.
Requirement: Credit check (Equifax credit report and score); Letter of employment; First & last month rent deposit; Post dated cheques
For more information and a viewing of the apartment, please message or call Jim at show contact info .",craigslist
c_7175633583,Houseboy,100,1000.0,https://images.craigslist.org/00L0L_6sRycPAnG4J_0820c6_600x450.jpg,https://toronto.craigslist.org/tor/roo/d/toronto-houseboy/7175633583.html,2020-08-11,43.652974,-79.429447,M6H 1A9,M6H,house,,,,False,"1000ft2 available sep 1 house laundry on site no smoking no parking private bath private room/ 1000ft2 -I have a house in downtown Toronto. I live alone and as a senior male I have needs around the house and am seeking a houseboy. To make it more interesting I would like to meet a young, fit, handsome East Asian male, age 19 plus who might enjoy the company and support of a very handsome older man. I enjoy nudity in everyday life and am attracted to smooth toned or slim bodies and relaxed exhibitionism. I am bright, successful, intelligent, well groomed, and reliable. A silver fox. This is a great opportunity for some young Asian man. Contact me for more details and we can set up an interview. Serious replies only, thank you.",craigslist
c_7162929771,Large Bachelor - 10 minutes walk to Subway !!!!,1450,500.0,https://images.craigslist.org/00F0F_dJfYrTjgQCG_0gw0co_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-large-bachelor-10-minutes-walk/7162929771.html,2020-08-11,43.690265,-79.383152,M4T 2C2,M4T,apartment,1.0,1.0,,False,"1BR / 1Ba 500ft2 apartment laundry in bldg attached garage/ 1br - 500ft2 -- fleshly painted
- hardwood floors
- newer appliances
- large balcony (2nd floor)
-------------------------------------
Tel. show contact info",craigslist
c_7164191416,Beautiful Luxurious Studio Condo in the Heart of Downtown,942,,,https://toronto.craigslist.org/tor/apa/d/toronto-beautiful-luxurious-studio/7164191416.html,2020-08-11,43.6572,-79.3783,M5B 1Y2,M5B,condo,1.0,0.0,True,True,"1BR / 0Ba cats are OK - purrr dogs are OK - wooof furnished apartment/ 1br -Gorgeous downtown condo in the heart of it all! Your 22nd floor perfectly laid out bachelor unit has an exceptional view! Sit and relax watching downtown on your balcony.

New bright, Clean & Spacious 365 Church Condo By Menkes. Gorgeous View. Functional Layout. Open Concept Design, bachelor unit. Quality Luxurious Features & Finishes. Laminate Flooring throughout. Open Concept Gourmet Kitchen W/ Integrated Appliances, Quartz Counter Close To Ryerson U, Yonge-Dundas Square, Eaton Centre, Loblaws & Subway. **** EXTRAS **** Stainless Steel Stove, Microwave, Integrated Fridge & Dishwasher, Washer & Dryer. Tenant Pays Own Hydro. Some pets considered.

365 Church Condos is a: 5 minutes walk to TTC Subway
365 Church Condos is a: 4 minutes walk to Eaton Centre
365 Church Condos is a: 3 minutes walk to Metro
365 Church Condos is a: 2 minutes walk to Loblaws
365 Church Condos is a: 1 minute walk to Ryerson University",craigslist
c_7175629150,Downtown Office Space In Historic Building,1500,200.0,https://images.craigslist.org/00g0g_jUKG0D6pk3w_0lM0t2_600x450.jpg,https://toronto.craigslist.org/tor/off/d/toronto-downtown-office-space-in/7175629150.html,2020-08-11,43.648342,-79.390576,M5V 2E3,M5V,,,,,False,"200ft2/ 200ft2 -Rare opportunity to move your business into and exclusive office building in prime location. A historic building occupying two floors, with two other long-term tenants (a PR firm and a charity) in the 3 other offices for the past several years and counting... :) The third tenants company is vacating their two adjacent offices at the end of September, so availability begins October 1st. Each office approx 200sq/ft, $1500 for each office.

Including in the building is a full kitchen, and additional separate boardroom, additional separate lounge room, multiple washrooms, reception at entrance, and a private access rooftop! High-speed WIFI included, you're welcome to also setup your own internet provider on-site. Seeking long-term tenants to take one or ideally both adjacent offices, minimum 12 month term preferred longer welcome.

Contact for a viewing immediately to not miss out on this rare occasion! Additional picture requests and questions are welcomed. Please provide a brief description of your business as well...",craigslist
c_7164308031,##### NEW RENOVATED HOME #####,3500,1800.0,https://images.craigslist.org/00808_lNJnW5lNWGe_0CI0t2_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-new-renovated-home/7164308031.html,2020-08-11,43.663712,-79.327383,M4L 1C2,M4L,house,3.0,1.0,,False,"3BR / 1Ba 1800ft2 available now house laundry on site no smoking street parking/ 3br - 1800ft2 -Executively renovated home, new kitchen with Quartz countertops, S/S Appliances. Backyard 2 tiered walkout deck, great for those summer BBQs.

No smoking, no pets, must be able to provide good credit score.

1year lease",craigslist
c_7174225356,"Downtown East in house 10ft ceilings,Piano,Laundry,Backyard,24 hr TTC",2490,1000.0,https://images.craigslist.org/00a0a_iAGufZR8gpo_05q07g_600x450.jpg,https://toronto.craigslist.org/tor/sub/d/toronto-downtown-east-in-house-10ft/7174225356.html,2020-08-11,43.673397,-79.320881,M4L 3A3,M4L,house,2.0,1.0,True,False,"2BR / 1Ba 1000ft2 available sep 1 furnished apartment laundry in bldg no smoking street parking private bath private room/ 2br - 1000ft2 -Super Sunny 1000sq. ft. large FURNISHED two bedroom apartment on first floor of a private, smoke free house in the desirable Upper Beach area near the downtown core. Private entrance. Steps to 24hr TTC streetcar line on Gerrard-Carlton-College streets. Get to the downtown on the streetcar in 20 minutes. TTC Bus stop 1 minute away for a 3 minute bus ride to Coxwell Subway Station (on the Bloor/Danforth line). Close to all amenities/shopping/banking/the Beach/Boardwalk/Woodbine Park.
Includes all utilities, laundry and WIFI. East facing sun-room adjacent to dining room. Central Kitchen has vented exhaust fan, dishwasher, full oven/ range, frost-free refrigerator, microwave, toaster, coffee maker, blender. Bathroom with bidet, pedestal sink and whirlpool tub/shower. 22'x16' Great Room with 10ft ceilings and French doors to large sundeck (18ft x 8 ft ) and private fenced-in 25'x 50' backyard. Non-smoker ONLY. Available from Sept 1, 2020 until May or June 2021 (negotiable). Offered by Member of Ontario Landlords Association. Fast application processing via TVS.",craigslist
c_7175628558,Furnished One Bedroom Basement Unit,1450,430.0,https://images.craigslist.org/00x0x_jqMfMXJr1ys_0CI0pO_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-furnished-one-bedroom/7175628558.html,2020-08-11,43.6683,-79.4205,M6G 3B4,M6G,townhouse,1.0,1.0,True,False,"1BR / 1Ba 430ft2 available oct 1 furnished townhouse w/d in unit no smoking street parking/ 1br - 430ft2 -Furnished 1 bedroom basement unit in one of the most peaceful streets of The Annex. This unit is fully furnished, and the rent price includes wifi, Hydro, and laundry (for one person). First and Last month rents are required in advance. Please contact to book a viewing time, or if you would like to be the first one to see the after renovation photos (renovation of the bathroom in now in progress).",craigslist
c_7170243845,Modern 2 bedroom 2 bath condo in trendy King E downtown Toronto,3100,955.0,https://images.craigslist.org/00303_iLX3SNeaDRo_0ak07K_600x450.jpg,https://toronto.craigslist.org/tor/reo/d/toronto-modern-2-bedroom-2-bath-condo/7170243845.html,2020-08-11,43.663214,-79.373033,M4X 1K4,M4X,condo,2.0,2.0,,False,"2BR / 2Ba 955ft2 available aug 31 condo w/d in unit attached garage/ 2br - 955ft2 -Beautiful new 2 bedroom, 2 bathroom condo with parking and massive private locker room storage!

Take in the east, south, and west view of the city with the lake and skyline from this modern boutique building in King East. Just steps from St. Lawurence Market in the centre of the high end furniture district.

9 ft ceilings
Open Concept European Kitchen W/ Quartz Countertops
Modern wood floors throughout
Floor to ceiling windows
Large balcony
Modern temp climate control AC unit (NEST system)
2 full bedrooms
2 full bathrooms
Ensuite washer / dryer
Dishwasher
Luxury Integrated Appliances
NEW Induction Cooktop!!!
Unique Expanding Kitchen Island

1 underground secure heated parking stall
Visitor parking
1 massive private storage locker (the size of a bedroom!)

Building Amenities: 24 security concierge, party room/lounge, gym, guest suites

99 WALKSCORE !!!
TTC at your doorstep
5min walk to Yonge/King

A quiet and beautiful area with restaurants, coffee shops, grocery stores, LCBO and more. Easy walk to the Distillery District, Financial Core, and even the lakefront.

Seeking a new tenant as of August 31, 2020

Posting by owner, inquire with any questions.",craigslist
c_7171051970,$6000 Downtown Office Space,6000,3000.0,https://images.craigslist.org/01010_6sOeivn4pXL_0kn09Q_600x450.jpg,https://toronto.craigslist.org/tor/off/d/toronto-6000-downtown-office-space/7171051970.html,2020-08-11,43.648389,-79.39064,M5V 2E3,M5V,,,,,False,"3000ft2/ 3000ft2 -Space has just become available for the first time. Previously a photography studio and workspace, due to recent changes it's now available to be leased by a company for long-term office use etc... Incredible space, incredible location, it's unfortunate that it can't be used for it's usual production studio purposes! So take advantage of this rare opportunity.

Comes with two washrooms, additional reception at entrance, additional boardroom, kitchen, additional lounge room, massive rooftop access, internet, a/c heating, pretty much a turn-key space with (optional) furniture available as well. Looking for 1-2 years commitment, gross lease, and please offer a basic description of your business when replying here.

Thanks,",craigslist
c_7161942652,Beautiful Luxurious Studio Condo in the Heart of Downtown,949,,,https://toronto.craigslist.org/tor/apa/d/toronto-beautiful-luxurious-studio/7161942652.html,2020-08-11,43.6572,-79.3783,M5B 1Y2,M5B,condo,1.0,0.0,True,True,"1BR / 0Ba cats are OK - purrr dogs are OK - wooof furnished apartment/ 1br -Gorgeous downtown condo in the heart of it all! Your 22nd floor perfectly laid out bachelor unit has an exceptional view! Sit and relax watching downtown on your balcony.

New bright, Clean & Spacious 365 Church Condo By Menkes. Gorgeous View. Functional Layout. Open Concept Design, bachelor unit. Quality Luxurious Features & Finishes. Laminate Flooring throughout. Open Concept Gourmet Kitchen W/ Integrated Appliances, Quartz Counter Close To Ryerson U, Yonge-Dundas Square, Eaton Centre, Loblaws & Subway. **** EXTRAS **** Stainless Steel Stove, Microwave, Integrated Fridge & Dishwasher, Washer & Dryer. Tenant Pays Own Hydro. Some pets considered.

365 Church Condos is a: 5 minutes walk to TTC Subway
365 Church Condos is a: 4 minutes walk to Eaton Centre
365 Church Condos is a: 3 minutes walk to Metro
365 Church Condos is a: 2 minutes walk to Loblaws
365 Church Condos is a: 1 minute walk to Ryerson University",craigslist
c_7161942420,THE BRITT bright Spacious Brand new Studio unit Across UofT ASAP,900,,,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-the-britt-bright/7161942420.html,2020-08-11,43.6629,-79.3987,M5S 3G3,M5S,condo,1.0,0.0,True,True,"1BR / 0Ba cats are OK - purrr dogs are OK - wooof furnished apartment/ 1br -Best Location! Brand New Studio Condo At Bay St. Steps To Subway, Supermarket, U Of T, Hospitals & Financial District. On Prime Yorkville Area. Condo's Best Shopping, Restaurants, Museums. This Property Is Brand New, Has Never Been Lived In And Has Top Line Appliances And Finishes. Great Layout With Spacious East Facing And Has A Great View.
Extras:Brand New Appliances Includes Integrated Refrigerator,Dishwasher, Cook-Top, S/S Wall Oven, S/S B/I Microwave And S/S Integrated Slide-Out Exhaust Hood. Washer/Dryer,Custom Window Blinds. Tenant Pays Hydro,",craigslist
